ProductId,ItemId,Brand,Category,ProductType,Colour,Material,ProductTitle,Image,ImageURL,MainImageId
2493,B073P1RD65,Rivet,Wall Art,WALL_ART,Multi,canvas,"Amazon Brand - Rivet Wooden Dock at The Lake Canvas Print Wall Art, 24"" x 16""",B073P1RD65.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/27/27a04144.jpg,91ZfbOHsuEL
2494,B005T5ZSY4,Strathwood by Amazon.com,Chair,CHAIR,Brown,Wood,"Strathwood Redonda Hardwood Rocking Chair, Dark Brown",B005T5ZSY4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8b/8b62741a.jpg,81emuAtnetL
2495,B075ZB9WCW,Stone & Beam,Rug,RUG,Ivory/Spa,stone,"Amazon Brand - Stone & Beam Los Altos Striped Dhurrie Farmhouse Area Rug, 4' x 6' 6"", Blue and Ivory",B075ZB9WCW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a0/a0a4fe7b.jpg,A1CJWWmiDdL
2496,B08F4C4Q21,UMI,Home,HOME,Blue,Velvet,"UMI By Amazon Luxurious Velvet Decorative Cushion Covers with Soft Pom Pom for Home, Sofa, Couch, Chair 2pc Pack 30x50 cm in Color - Sky Blue",B08F4C4Q21.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/87/87c11ce5.jpg,71qXvJLzyTL
2497,B084XMQK3G,Amazon Brand - Solimo,Sofa,SOFA,grey,Fabric,Amazon Brand - Solimo Cartina 5 Seater L Shape Fabric Sofa Set (Grey),B084XMQK3G.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/bb/bb08a84b.jpg,81cP4qw1-cL
2498,B07P8ST9TY,Stone & Beam,Sofa,SOFA,Dove,Wood,"Amazon Brand - Stone & Beam Charles Classic Oversized Upholstered Sofa, 92""W, Dove",B07P8ST9TY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/65/65e2d4b0.jpg,71CVfoS6mGL
2499,B07HSHG85J,Stone & Beam,Rug,RUG,Grey,stone,"Stone & Beam Rug, 7'10"" x 10', Gray, Orange, Multicolor",B07HSHG85J.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d7/d79fe58e.jpg,B1Bxr1J6m5S
2500,B0735VGDT3,Rivet,Rug,RUG,Grey,wool,"Amazon Brand - Rivet Contemporary Linear Distressed Wool Area Rug, 4 x 6 Foot, Grey",B0735VGDT3.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5a/5ac6e62a.jpg,A1WQMWtBBnL
2501,B07FM21Q1B,Amazon Brand - Solimo,Home Bed And Bath,HOME_BED_AND_BATH,Ivory,polyresin,"Amazon Brand - Solimo Riviera Door Curtain, 7 feet - Set of 2 (Ivory)",B07FM21Q1B.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/67/67d0a710.jpg,81uGk523SZL
2502,B00MHV0AV4,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Light Gray Heather,Melange Cotton Yarn,"Pinzon Heather Jersey Fitted Sheet, Light Gray Heather, 135 x 190 x 38 cm",B00MHV0AV4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/90/90424798.jpg,A11iXjPIJxL
2503,B075YLPYY1,Stone & Beam,Wall Art,WALL_ART,Multicolor,Paper,"Amazon Brand - Stone & Beam Muted Aloe Vera Print Framed Wall Art Decor - 20"" x 20"" Frame, Light Gold",B075YLPYY1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/20/20c42eca.jpg,91IbC3j3kpL
2504,B07HSLXH85,Stone & Beam,Rug,RUG,Unknown Color,stone,"Amazon Brand - Stone & Beam Modern Textured Subtle Bohemian Area Rug, 5 x 8 Foot, Grey and White Multicolor",B07HSLXH85.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/47/47cfcec9.jpg,A1HeHey+dYL
2505,B07DJJ8R7M,Amazon Brand - Symbol,Shoes,SHOES,Black/Blue,Knit,Amazon Brand - Symbol Men's Black/Blue Mesh Sneakers-8 UK/India (42 EU) (AZ-YS-163B),B07DJJ8R7M.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/57/5784dc1c.jpg,81TNKZainmL
2506,B075T4J67H,Amazon Brand - Symbol,Shoes,SHOES,Tan,Leather,Symbol Amazon Brand Men's Leather Formal Loafers- 9 UK/India (43 EU)(AZ-WS-122A),B075T4J67H.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/aa/aa3b33c0.jpg,812oIeQD1kL
2507,B0856BT1GP,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Wooden Texture UV Printed Soft Back Case Mobile Cover for Lyf Wind 6,B0856BT1GP.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/25/2555de29.jpg,71JfUMiTFUL
2508,B00H6ADJYQ,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,White Gold,metal,"10k White Gold Diamond Heart Pendant Necklace (1/4 cttw, I-J Color, I2-I3 Clarity), 18""",B00H6ADJYQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/05/0537c655.jpg,71l2KggcSvL
2509,B0854G1NW7,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Meow UV Printed Soft Back Case Mobile Cover for Samsung Galaxy M21 / M30s,B0854G1NW7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/90/90d96792.jpg,61TZHRxY1HL
2510,B07DNH84WX,Eono,Home Bed And Bath,HOME_BED_AND_BATH,Unknown Color,Ceramic,I Love You To The Moon And Back Mug Kids Mummy Daddy His Hers Valentines Mum Dad Gift Mug Cup,B07DNH84WX.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/18/189408cb.jpg,71VmBcQEwXL
2511,B07T442BDW,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Gris Oscuro,Microfibra,AmazonBasics - Juego de edredon Plisado (Color Rojo),B07T442BDW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f6/f60e1e17.jpg,71FRyQDTuJL
2512,B001IDZG6Q,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Unknown Color,metal,"18k Yellow Gold Plated Sterling Silver Genuine Amethyst and Diamond Accent Filigree Mandala Pendant Necklace, 18""",B001IDZG6Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/6e/6ed1e6b1.jpg,81UrPcw8YIL
2513,B0853X3NL9,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicone,Amazon Brand - Solimo Designer Solar System UV Printed Soft Back Case Mobile Cover for InFocus Vision 3 Pro,B0853X3NL9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cc/cc904e40.jpg,71eV57B1bpL
2514,B07K7K231R,Alkove,Table,TABLE,Roble Salvaje,Roble,Marca Amazon - Alkove - Hayes - Mesa extensible de madera maciza (roble salvaje),B07K7K231R.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/67/67ded4c3.jpg,41Vo4-KRBqL
2515,B084T7GSXM,Movian,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Brown,Faux Leather,"Amazon Brand - Movian Dubna, Desk Chair, 58 x 58 x 103 cm (L x W x H), Brown",B084T7GSXM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e7/e7a1e62f.jpg,712IzBVxrDL
2516,B073P5QKD9,Rivet,Wall Art,WALL_ART,Multi,wood,"Amazon Brand - Rivet Modern Gold Pyramid Triangle Print Wall Art, 12"" x 12"", White Frame",B073P5QKD9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/41/417ac209.jpg,91afW79SWKL
2517,B07S6PBTHK,AmazonBasics,Chair,CHAIR,Red,Alloy Steel,AmazonBasics Foldable Rocking Chair - Red (Renewed),B07S6PBTHK.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a1/a1ca210d.jpg,91gVUxUS5vL
2518,B07HZ1L37B,Stone & Beam,Sofa,SOFA,Linen,Nylon,"Amazon Brand - Stone & Beam Bagley Sectional Component, Armless Sofa, Fabric, 78""W, Linen",B07HZ1L37B.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c8/c8ee8f1d.jpg,61KNIab5PaL
2519,B00NFSD21S,Amazon Collection,Fineearring,FINEEARRING,Plaque Or Jaune,metal,"Boucles d'oreilles a tige en argent sterling plaque or ou platine avec zircones Swarovski taille princesse,Plaque or jaune",B00NFSD21S.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1b/1babdc1a.jpg,61O9Lts5eNL
2520,B07DBB77DV,Ravenna Home,Chair,CHAIR,Beige,Polyester,"Amazon Brand - Ravenna Home Modern Wingback Accent Chair, 27.5""W, Beige",B07DBB77DV.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/18/18ba5513.jpg,91WYRImlU2L
2521,B075X4VM6B,Rivet,Sofa,SOFA,Shadow,Solid wood frame; Velvet upholstery; Metal,"Amazon Brand - Rivet Uptown Mid-Century Velvet Tufted Customizable Daybed Sofa, 78""W, Shadow &amp; Black",B075X4VM6B.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f0/f0ec5209.jpg,81ga4e3gs6L
2522,B0735D74R1,Amazon Collection,Finering,FINERING,Argent Plaque Or Rose.,Non applicable.,"Bague en argent sterling plaque platine ou or avec zircons Swarovski,Argent plaque or rose,Size 6",B0735D74R1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1a/1a11edbe.jpg,615aO6MZhOL
2523,B00MPO9ZS2,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Eggshell,100% cotton,"Pinzon by Amazon Egyptian Cotton Sateen Fitted Sheet, Single - Eggshell",B00MPO9ZS2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/35/355d7804.jpg,81j1cIwlCqL
2524,B07DJT8Q3R,Amazon Brand - Symbol,Shoes,SHOES,Grey,Knit,Amazon Brand - Symbol Men's Grey Mesh Sneakers-6 UK/India (40 EU) (AZ-GI-141B),B07DJT8Q3R.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/89/89e97d16.jpg,91j9w0XGXTL
2525,B07S7FLPKJ,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Grey Leaf,100% Polyester,"AmazonBasics 5-Piece Bed-In-A-Bag - Twin/Twin Extra-Long, Grey Leaf (Renewed)",B07S7FLPKJ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2a/2adb0ae1.jpg,91vmU-dFmJL
2526,B07BWJD1WT,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Dark Grey,Solid hardwood frame/ polypropylene fabric,"Amazon Brand - Stone & Beam Hoffman Down-Filled Performance Fabric Ottoman, 41""W, Dark Grey Tweed",B07BWJD1WT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9e/9ef65aa9.jpg,91jTJlcZH4L
2527,B074M9XYR5,Amazon Collection,Finering,FINERING,Rose,Not applicableNot applicableNot applicableNot applicable,"Steeltime 18k Rose Gold Plated Hail Mary Prayer Ring, Size 9",B074M9XYR5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d5/d579faf7.jpg,81uNtJXEYYL
2528,B071SHHZT2,nuLOOM,Rug,RUG,Charcoal,"Pile: 100% Wool, Backing: 100% Canvas","Amazon Brand - Rivet Modern Ombr&eacute; Wool Rug, 4' x 6', Charcoal",B071SHHZT2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3b/3b4da1cd.jpg,A1O4fMNJKCL
2529,B00CIOBXBG,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Plateado,Metal,"Collar con colgante de plata de ley con inicial de disco redondo, 18.64 pulgadas, Plateado",B00CIOBXBG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a0/a0457bd6.jpg,61dr7pO85aL
2530,B071SLGX8T,Stone & Beam,Sofa,SOFA,Stone,Solid Hardwood/Laminate Wood Frame/Polyester/Nylon Performance Fabric,"Amazon Brand - Stone & Beam Kristin Round Arm Performance Fabric Loveseat Sofa Couch, 76""W, Stone",B071SLGX8T.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c8/c81553e8.jpg,916RSLGY0GL
2531,B07QHKF8CT,Stone & Beam,Table,TABLE,Natural/ Black Metal,Metal,"Amazon Brand - Stone & Beam Industrial Side Table with Decorative Metal Base, 15.95""W, Mango Wood and Black",B07QHKF8CT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/07/071265e6.jpg,81M2-OGhmrL
2532,B07L1K8S1Z,UMI,Home,HOME,Grigio Scuro,Tela,UMI. Essentials Tende Oscuranti Totale Termiche Isolanti Tende Finestre Soggiorno Coprenti Elegante con Occhielli 117x183 CM 2 Pannelli Grigio Scuro,B07L1K8S1Z.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/76/760c9792.jpg,612lJtyHaCL
2533,B07K7KBPHN,Alkove,Table,TABLE,Finitura Olio Naturale,Quercia,"Marchio Amazon - Alkove - Hayes - Comodino in legno massello, modello Tvil, quercia naturale",B07K7KBPHN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/51/51520545.jpg,61taTRNWsBL
2534,B08GKXLG5B,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Black,Plastic,"Amazon Brand - Solimo 12-inch Wall Clock - Green Leaves (Silent Movement, Black Frame)",B08GKXLG5B.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b9/b90981e2.jpg,819rPn9KgGL
2535,B08569YW77,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Zik Zak Color Mixing 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A51,B08569YW77.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/df/df458822.jpg,71Hh5XcZBFL
2536,B00E1GYC94,Amazon Essentials,Fineearring,FINEEARRING,Rose Gold Plated Stainless Steel,metal,Amazon Essentials Rose Gold Plated Stainless Steel Flattened Hoop Earrings (70mm),B00E1GYC94.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c9/c95de8e9.jpg,61cww0+0BTL
2537,B0853WNCYT,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Chinnese Yin and Yang 3D Printed Hard Back Case Mobile Cover for Apple iPhone XR,B0853WNCYT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/70/701cd6f2.jpg,81+z3-XmtSL
2538,B084T9X9NN,Ravenna Home,Table,TABLE,Antique Gray,Wood,"Amazon Brand - Ravenna Home Modern Farmhouse Coffee Table, 40""W, Antique Gray Pine",B084T9X9NN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/21/21b90013.jpg,71btre9TsiL
2539,B00433SL4M,Amazon Collection,Fineearring,FINEEARRING,Unknown Color,white-gold,"10K White Gold Princess cut Peridot Stud Earrings, (5mm)",B00433SL4M.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8e/8ebca3bf.jpg,61kejCmBwdL
2540,B07SHYWY2S,Alkove,Sofa,SOFA,blauw,Stoff,Alkove Modular Sofa,B07SHYWY2S.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/31/31811f46.jpg,71EgNOEHtlL
2541,B07B4D6MRY,Stone & Beam,Chair,CHAIR,Grey,stone,"Amazon Brand - Stone & Beam Jacobsen Traditional Accent Chair, 31""W, Grey",B07B4D6MRY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/94/94eb10d9.jpg,A1LtM4Uw-cL
2542,B081PM8V2Z,AmazonBasics,Chair,CHAIR,Black/Blue,F1-101S+F1-070,"AmazonBasics Kids/Youth Gaming Recliner with Headrest and Back Pillow, 5+ Age Group, Black and Blue (Renewed)",B081PM8V2Z.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9c/9ce0cc19.jpg,717bmsoGYSL
2543,B08BG91C98,AmazonBasics,Kitchen,KITCHEN,Others,Others,"(Renewed) AmazonBasics Stainless Steel Dinner Spoons with Square Edge, Pack of 12",B08BG91C98.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fa/fa69b7f7.jpg,41WiRs16EiL
2544,B07VHVMZ7X,Amazon Brand - Symactive,Shoes,SHOES,Blue/Navy,Fabric,Amazon Brand - Symactive Men's Blue/Navy Running Shoes-10 UK (SYM-ET-004A),B07VHVMZ7X.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d7/d7f089b0.jpg,8131LwK-afL
2545,B0728NW8C4,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Grey Tweed,Fabric,"Amazon Brand - Stone & Beam Hoffman Down-Filled Performance Fabric Oversized Arm Chair, 59""W, Grey Tweed",B0728NW8C4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/dd/dd4508a1.jpg,A1oAzyyESmL
2546,B07LH5TRM5,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,multi,Synthetic Wood,"Amazon Brand - Solimo Collage Photo Frames, Set of 11,Wall Hanging (6 pcs - 4x6 inch, 5 pcs - 5x7 inch, 1 pc - 8x10 inch), Black & Cream",B07LH5TRM5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1a/1a6d1f12.jpg,71Un69bqBkL
2547,B014WC3KYY,Amazon Collection,Finering,FINERING,Platinum Plated Silver,platinum-plated-silver,"Platinum-Plated Sterling Silver Oval-Shape 3-Stone Ring made with Swarovski Zirconia (3 cttw), Size 5",B014WC3KYY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/6f/6ff1b052.jpg,71-iywuX7zL
2548,B07CGQN9BX,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Plateado,No aplica,"Pulsera de cadena ajustable de plata de ley 925 para mujer con 45 x 6 mm pulida barra de identificacion de 45 x 6 mm, talla 0",B07CGQN9BX.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/91/9175e844.jpg,51gTRM23QPL
2549,B07VVQNL1V,AmazonBasics,Kitchen,KITCHEN,Unknown Color,Acciaio,"AmazonBasics Pinze da cucina, in acciaio inox, con impugnatura nera antiscivolo, 22,86 cm",B07VVQNL1V.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5e/5ed2d4a7.jpg,61AvVR6bs7L
2550,B01M0ISGN1,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Yellow,Fine-other-material,"Amazon CollectionEllie Byrd 10k Yellow Gold Two Tone""One and Only You"" Initial""S"" Dainty Necklace, 18""",B01M0ISGN1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9f/9faba717.jpg,617Vz-av7NL
2551,B07Z6QF7VQ,Amazon Brand - Solimo,Kitchen,KITCHEN,Silver,Stainless Steel,"(Renewed) Amazon Brand - Solimo 6 Piece Stainless Steel Table Spoon Set, Stripes, Silver",B07Z6QF7VQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ee/eec2d19b.jpg,51t3-6U-9YL
2552,B00200K8YQ,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Sin color,metal,Pulsera de cadena de plata de ley con abalorio de tiro de cinco filas,B00200K8YQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/24/24535260.jpg,71vY1lP5P1L
2553,B071J4VYN7,Stone & Beam,Rug,RUG,Light Blue,wool,"Amazon Brand - Stone & Beam Contemporary Hourglass Wool Rug, 7'6"" x 9'6"", Light Blue",B071J4VYN7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9b/9bb61050.jpg,A1UwGfysxhL
2554,B07359D5MD,Amazon Collection,Finering,FINERING,Rose Gold Plated Silver,Not Applicable,"Rose-Gold-Plated Sterling Silver Round 3-Stone Ring made with Swarovski Zirconia (2 cttw), Size 8",B07359D5MD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/80/80818cee.jpg,619mMkKmIUL
2555,B01MAZ62FE,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,None,Not applicable,"Amazon Collection10k Yellow Gold Michigan State Pendant Necklace, 16""+3"" Extender",B01MAZ62FE.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5e/5ee22d62.jpg,71hCRPYAfzL
2556,B075YY527Q,Amazon Brand - Symbol,Shoes,SHOES,Black,Leather,Amazon Brand - Symbol Men's Leather Casual Boat shoes - 11 UK/India (45 EU)(AZ-OM-65A),B075YY527Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/6d/6d6ce5d2.jpg,81f8Tney+XL
2557,B07T2LMF62,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Others,Canvas,Amazon Brand - Solimo Designer Kissing Couple 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Nitro 2 E311,B07T2LMF62.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/4e/4e643a9a.jpg,61G3qOQvVnL
2558,B01MZDW9G1,Amazon Collection,Finering,FINERING,Gelbgold Vergoldetes Silber,Nicht zutreffend,925 Sterling Silver Gold Plated Round Cut Swarovski Crystal Solitaire Ring - Size 8,B01MZDW9G1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/bc/bc84bfdc.jpg,71M-7NTGl3L
2559,B075YP38V2,Rivet,Chair,CHAIR,Ash Grey,Textile,"Amazon Brand - Rivet Julie Mid-Century Modern Dining Room Accent Chair with Arms, 32""H, Ash Grey",B075YP38V2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/42/42c9bee5.jpg,A169sYfGkJL
2560,B073P5KYG3,Stone & Beam,Wall Art,WALL_ART,Black,wood,"Amazon Brand - Stone & Beam Modern Black and White Desert Cactus Photo on Wood, Black Frame, 30"" x 30""",B073P5KYG3.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/31/3113bd73.jpg,91Ri0brqrBL
2561,B075XTM4VH,Amazon Collection,Fineearring,FINEEARRING,Blanco,No aplica,"Amazon CollectionAGS Certified 14k White Gold Round-Cut Diamond Stud Earrings (3/4cttw, K-L Color, I1-I2 Clarity)",B075XTM4VH.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0b/0b32c10a.jpg,717MdJeZl2L
2562,B073P1BVTF,Rivet,Wall Art,WALL_ART,Black,canvas,"Amazon Brand - Rivet Black and White Paint Drip World Map Canvas Print Wall Art, 36"" x 24""",B073P1BVTF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/15/155538c9.jpg,91vFlhey9fL
2563,B07P7W7QQP,Amazon Brand - Solimo,Kitchen,KITCHEN,Black,Aluminium,"Amazon Brand - Solimo Non Stick Frypan (24 cm, Hammertone finish, 3 coat, 2.9mm thickness)",B07P7W7QQP.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e6/e65d62a9.jpg,81-fDEedccL
2564,B0853XL2VM,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,multi-colored,Plastic,Amazon Brand - Solimo Designer Red Heart Design 3D Printed Hard Back Case Mobile Cover for Vivo Y19 / Vivo U20,B0853XL2VM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c9/c9fde215.jpg,71aEyfyD1gL
2565,B000HBXA2C,Strathwood by Amazon.com,Chair,CHAIR,Unknown Color,Mahogany,"Strathwood Lido Dining 5-Position Folding Armchair, Set of 2",B000HBXA2C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ec/ec5ec75e.jpg,51Fptf6RoeL
2566,B07PQBSZQ5,UMI,Home,HOME,Grass Green,Plastico,"UMI Merryfeel Microfiber Duvet Cover Set,Lightweight and Soft Bedding Set (8 Sizes,12 Colours)(135x200+1x80x80cm,Grass Green)",B07PQBSZQ5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/82/82022a21.jpg,51sxtY2h1+L
2567,B07K7K4CJB,Alkove,Table,TABLE,Wild Oak,Oak,"Amazon Brand - Alkove Hayes Lift-Top Solid Wood Coffee Table with Hidden Storage Compartment, 110 x 70 x 34-50cm, Wild Oak/Metal",B07K7K4CJB.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/70/702e6f20.jpg,51H+4SmCUgL
2568,B0843Y7DGF,LEONE,Shoes,SHOES,Blue,Mesh,LEONE Men's Blue Running Shoes-9 UK (43 EU) (L609BLUE9),B0843Y7DGF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0e/0e0deb25.jpg,71c6DByviYL
2569,B07W563CN9,Rivet,Table,TABLE,White,Pierre,Marque Amazon - Rivet Side Table,B07W563CN9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a6/a62ee220.jpg,71aZB168DdL
2570,B0857KTYTT,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Funny Cat Pattern Print UV Printed Soft Back Case Mobile Cover for Mi Redmi 4A,B0857KTYTT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/6d/6d4e8388.jpg,71Jp+rWvsFL
2571,B07S83P32Q,Movian,Table,TABLE,Blanc,Furniture board,"Marque Amazon - Movian - Table de chevet gauche, 60 x 35 x 100 cm, Blanc",B07S83P32Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/45/4524062a.jpg,71l6Qzmn-GL
2572,B003H9LFUA,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Silver,sterling-silver,"Sterling Silver Oval Saint Jude Medal with Antique Finish and Stainless Steel Chain, 20""",B003H9LFUA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/20/20874452.jpg,712jnlxYl1L
2573,B01CXY3WO6,Amazon Collection,Fineearring,FINEEARRING,Yellow,not-applicable,"IGI Certified 18k Yellow Gold Lab Created Diamond Stud Earrings (4cttw, G-H Color, VS1-VS2 Clarity)",B01CXY3WO6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c6/c675d1d0.jpg,71ihqem8XnL
